DateTime,Behaviour
0/0/1970-00:00:00.,3
0/0/1970-00:00:10.000,3
0/0/1970-00:00:20.000,5
0/0/1970-00:00:30.000,5
0/0/1970-00:00:40.000,5
26/1/2018-06:55:05.700,1
26/1/2018-06:55:15.700,1
26/1/2018-06:55:25.700,1
26/1/2018-06:55:35.700,1
26/1/2018-06:55:45.700,1
26/1/2018-06:55:55.700,1
26/1/2018-06:56:05.700,1
26/1/2018-06:56:15.700,1
26/1/2018-06:58:56.100,1
26/1/2018-06:59:06.100,3
26/1/2018-06:59:16.100,1
26/1/2018-06:59:26.100,1
26/1/2018-06:59:36.100,1
26/1/2018-06:59:46.100,5
26/1/2018-06:59:56.100,3
26/1/2018-07:00:25.000,3
26/1/2018-07:00:35.000,2
26/1/2018-07:00:45.000,5
26/1/2018-07:00:55.000,1
26/1/2018-07:01:05.000,5
26/1/2018-07:01:15.000,3
26/1/2018-07:01:35.800,5
26/1/2018-07:01:45.800,3
26/1/2018-07:01:55.800,5
26/1/2018-07:02:05.800,5
26/1/2018-07:02:15.800,1
26/1/2018-20:23:39.200,5
26/1/2018-20:23:49.200,5
26/1/2018-20:23:59.300,5
26/1/2018-20:24:09.300,5
26/1/2018-20:24:19.400,5
26/1/2018-20:24:29.400,1
26/1/2018-20:24:39.500,5
26/1/2018-20:24:49.500,3
26/1/2018-20:24:59.500,5
26/1/2018-20:25:09.500,5
26/1/2018-20:25:19.500,5
26/1/2018-20:25:29.500,1
26/1/2018-20:25:39.500,5
26/1/2018-20:27:38.000,5
26/1/2018-20:27:48.100,5
26/1/2018-20:27:58.100,5
26/1/2018-20:28:08.200,5
26/1/2018-20:28:18.200,1
26/1/2018-20:28:28.300,5
26/1/2018-20:28:38.300,5
26/1/2018-20:28:48.400,5
26/1/2018-20:28:58.400,5
26/1/2018-20:29:08.500,5
26/1/2018-20:29:18.500,1
26/1/2018-20:29:28.600,5
26/1/2018-20:29:38.600,5
26/1/2018-20:29:48.700,5
26/1/2018-20:29:58.700,5
26/1/2018-20:30:08.800,5
26/1/2018-20:30:18.800,1
26/1/2018-20:30:28.900,5
26/1/2018-20:30:38.900,5
26/1/2018-20:30:49.000,5
26/1/2018-20:30:59.000,5
26/1/2018-20:31:09.100,5
26/1/2018-20:31:19.100,5
26/1/2018-20:31:29.200,5
26/1/2018-20:31:39.200,5
26/1/2018-20:31:49.300,5
26/1/2018-20:31:59.300,5
26/1/2018-20:32:09.400,5
26/1/2018-20:32:19.400,1
26/1/2018-20:32:29.500,5
26/1/2018-20:32:39.600,5
26/1/2018-20:32:49.600,5
26/1/2018-20:32:59.600,5
26/1/2018-20:33:09.600,5
26/1/2018-20:33:19.600,1
26/1/2018-20:33:29.600,5
26/1/2018-20:33:39.600,5
26/1/2018-20:33:49.600,5
26/1/2018-20:33:59.600,5
26/1/2018-20:34:09.600,5
26/1/2018-20:34:19.600,5
26/1/2018-20:34:29.600,5
26/1/2018-20:34:39.600,5
26/1/2018-20:34:49.600,5
26/1/2018-20:34:59.600,5
26/1/2018-20:35:09.600,5
