DateTime,Behaviour
00/00/1970-00:00:00.,3
00/00/1970-00:00:10.000,3
00/00/1970-00:00:20.000,3
00/00/1970-00:00:30.000,3
25/01/2018-13:16:38.100,3
25/01/2018-13:16:48.100,3
25/01/2018-13:16:58.200,3
25/01/2018-13:17:08.200,1
25/01/2018-13:17:18.300,3
25/01/2018-13:17:28.300,3
25/01/2018-13:17:38.400,3
25/01/2018-13:17:48.400,3
25/01/2018-13:17:58.500,3
25/01/2018-13:18:08.500,3
25/01/2018-13:18:18.600,3
25/01/2018-13:18:28.600,3
25/01/2018-13:18:38.700,3
25/01/2018-13:18:48.700,3
25/01/2018-13:18:58.800,3
25/01/2018-13:19:08.800,3
25/01/2018-13:19:18.900,2
25/01/2018-13:19:28.900,3
25/01/2018-13:19:39.000,3
25/01/2018-13:19:49.000,3
25/01/2018-13:19:59.100,1
25/01/2018-13:20:09.100,3
25/01/2018-13:20:19.200,3
25/01/2018-13:20:29.200,3
25/01/2018-13:20:39.300,1
25/01/2018-13:20:49.300,2
25/01/2018-13:20:59.400,1
25/01/2018-13:21:09.400,3
25/01/2018-13:21:19.500,1
25/01/2018-13:21:29.500,1
25/01/2018-13:21:39.600,2
25/01/2018-13:21:49.600,2
25/01/2018-13:21:59.600,3
25/01/2018-13:22:09.600,5
25/01/2018-13:22:19.600,3
25/01/2018-13:22:29.600,2
25/01/2018-13:22:39.600,1
25/01/2018-13:22:49.600,1
25/01/2018-13:22:59.600,1
25/01/2018-13:23:09.600,5
25/01/2018-13:23:19.600,5
25/01/2018-13:23:29.600,5
25/01/2018-13:23:39.600,3
25/01/2018-13:23:49.600,1
25/01/2018-13:23:59.600,1
25/01/2018-13:24:09.600,1
25/01/2018-13:24:19.600,1
25/01/2018-13:24:29.600,1
25/01/2018-13:24:39.600,1
25/01/2018-13:24:49.600,2
25/01/2018-13:24:59.600,1
25/01/2018-13:25:09.600,1
25/01/2018-13:25:19.600,2
25/01/2018-13:25:29.600,4
25/01/2018-13:25:39.600,3
25/01/2018-13:25:49.600,4
25/01/2018-13:25:59.600,1
25/01/2018-13:26:09.600,1
25/01/2018-13:26:19.600,2
25/01/2018-13:26:29.600,2
25/01/2018-13:26:39.600,1
25/01/2018-13:26:49.600,2
25/01/2018-13:26:59.600,2
25/01/2018-13:27:09.600,1
25/01/2018-13:27:19.600,1
25/01/2018-13:27:29.600,5
25/01/2018-13:27:39.600,5
25/01/2018-13:27:49.600,1
25/01/2018-13:27:59.600,5
25/01/2018-13:28:09.600,5
25/01/2018-13:28:19.600,1
25/01/2018-13:28:29.600,3
25/01/2018-13:28:39.600,1
25/01/2018-13:28:49.600,5
25/01/2018-13:28:59.600,4
25/01/2018-13:29:09.600,2
25/01/2018-13:29:19.600,5
25/01/2018-13:29:29.600,5
25/01/2018-13:29:39.600,5
25/01/2018-13:29:49.600,5
25/01/2018-13:29:59.600,5
25/01/2018-13:30:09.600,5
25/01/2018-13:30:19.600,5
