DateTime,Behaviour
00/00/1970-00:00:00.,1
00/00/1970-00:00:10.000,1
00/00/1970-00:00:20.000,1
00/00/1970-00:00:30.000,3
00/00/1970-00:00:40.000,1
00/00/1970-00:00:50.000,2
00/00/1970-00:01:00.000,3
25/01/2018-12:36:32.600,3
25/01/2018-12:36:42.700,1
25/01/2018-12:36:52.700,3
25/01/2018-12:37:02.800,3
25/01/2018-12:37:12.800,3
25/01/2018-12:37:22.900,3
25/01/2018-12:37:32.900,3
25/01/2018-12:37:43.000,3
25/01/2018-12:37:53.000,3
25/01/2018-12:38:03.100,3
25/01/2018-12:38:13.100,3
25/01/2018-12:38:23.200,3
25/01/2018-12:38:33.200,3
25/01/2018-12:38:43.300,3
25/01/2018-12:38:53.300,3
25/01/2018-12:39:03.400,3
25/01/2018-12:39:13.400,3
25/01/2018-12:39:23.500,3
25/01/2018-12:39:33.500,3
25/01/2018-12:39:43.600,3
25/01/2018-12:39:53.600,3
25/01/2018-12:40:03.700,3
25/01/2018-12:40:13.700,3
25/01/2018-12:40:23.800,3
25/01/2018-12:40:33.800,3
25/01/2018-12:40:43.900,3
25/01/2018-12:40:53.900,1
25/01/2018-12:41:04.000,1
25/01/2018-12:41:14.000,1
25/01/2018-12:41:24.100,1
25/01/2018-12:41:34.200,1
25/01/2018-12:41:44.200,1
25/01/2018-12:41:54.200,5
25/01/2018-12:42:04.200,3
25/01/2018-12:42:14.200,2
25/01/2018-12:42:24.200,1
25/01/2018-12:42:34.200,1
25/01/2018-12:42:44.200,1
25/01/2018-12:42:54.200,1
25/01/2018-12:43:04.200,1
25/01/2018-12:43:14.200,1
25/01/2018-12:43:24.200,1
25/01/2018-12:43:34.200,1
25/01/2018-12:43:44.200,3
25/01/2018-12:43:54.200,1
25/01/2018-12:44:04.200,3
25/01/2018-12:44:14.200,1
25/01/2018-12:44:24.200,1
25/01/2018-12:44:34.200,1
25/01/2018-12:44:44.200,1
25/01/2018-12:44:54.200,1
25/01/2018-12:45:04.200,1
25/01/2018-12:45:14.200,1
25/01/2018-12:45:24.200,1
25/01/2018-12:45:34.200,1
25/01/2018-12:45:44.200,1
25/01/2018-12:45:54.200,1
25/01/2018-12:46:04.200,1
25/01/2018-12:46:14.200,5
25/01/2018-12:46:24.200,3
25/01/2018-12:46:34.200,5
25/01/2018-12:46:44.200,5
25/01/2018-12:46:54.200,1
25/01/2018-12:47:04.200,5
25/01/2018-12:47:14.200,5
25/01/2018-12:47:24.200,5
25/01/2018-12:47:34.200,1
25/01/2018-12:47:44.200,1
25/01/2018-12:47:54.200,1
25/01/2018-12:48:04.200,1
25/01/2018-12:48:14.200,5
25/01/2018-12:48:24.200,1
25/01/2018-12:48:34.200,1
25/01/2018-12:48:44.200,1
25/01/2018-12:48:54.200,1
25/01/2018-12:49:04.200,1
25/01/2018-12:49:14.200,1
25/01/2018-12:49:24.200,1
25/01/2018-12:49:34.200,1
25/01/2018-12:49:44.200,1
25/01/2018-12:49:54.200,2
25/01/2018-12:50:04.200,1
25/01/2018-12:50:14.200,1
25/01/2018-12:50:24.200,1
25/01/2018-12:50:34.200,5
25/01/2018-12:50:44.200,1
25/01/2018-12:50:54.200,5
25/01/2018-12:51:04.200,1
25/01/2018-12:51:14.200,1
25/01/2018-12:51:24.200,1
25/01/2018-12:51:34.200,1
25/01/2018-12:51:44.200,1
25/01/2018-12:51:54.200,1
25/01/2018-12:52:04.200,1
25/01/2018-12:52:14.200,1
25/01/2018-12:52:24.200,1
25/01/2018-12:52:34.200,1
25/01/2018-12:52:44.200,1
25/01/2018-12:52:54.200,1
25/01/2018-12:53:04.200,5
25/01/2018-12:53:14.200,5
25/01/2018-12:53:24.200,1
25/01/2018-12:53:34.200,1
25/01/2018-12:53:44.200,1
25/01/2018-12:53:54.200,1
25/01/2018-12:54:04.200,5
25/01/2018-12:54:14.200,1
25/01/2018-12:54:24.200,1
25/01/2018-12:54:34.200,1
25/01/2018-12:54:44.200,1
25/01/2018-12:54:54.200,1
25/01/2018-12:55:04.200,1
25/01/2018-12:55:14.200,5
25/01/2018-12:55:24.200,1
25/01/2018-12:55:34.200,1
25/01/2018-12:55:44.200,1
25/01/2018-12:55:54.200,3
25/01/2018-12:56:04.200,2
25/01/2018-12:56:14.200,1
25/01/2018-12:56:24.200,1
25/01/2018-12:56:34.200,1
25/01/2018-12:56:44.200,1
25/01/2018-12:56:54.200,1
