"","tms","bs"
"24828","18",5
"24829","18",5
"24830","18",5
"24831","18",5
"24832","18",5
"24833","18",4
"24834","18",5
"24835","18",5
"24836","18",5
"24837","18",5
"24838","18",5
"24839","18",5
"24840","18",1
"24841","18",5
"24842","18",5
"24843","18",5
"24844","18",5
"24845","18",5
"24846","18",5
"24847","18",5
"24848","18",5
"24849","18",5
"24850","18",5
"24851","18",5
"24852","18",4
"24853","18",5
"24854","18",1
"24855","18",5
"24856","18",5
"24857","18",5
"24858","18",5
"24859","18",5
"24860","18",5
"24861","18",5
"24862","18",1
"24863","18",1
"24864","18",5
"24865","18",5
"24866","18",5
"24867","18",5
"24868","18",1
"24869","18",1
"24870","18",1
"24871","18",5
"24872","18",5
"24873","18",5
"24874","18",5
"24875","18",5
"24876","18",5
"24877","18",5
"24878","18",5
"24879","18",5
"24880","18",5
"24881","18",5
"24882","18",5
"24883","18",1
"24884","18",5
"24885","18",5
"24886","18",5
"24887","18",5
"24888","18",5
"24889","18",5
"24890","18",5
"24891","18",1
"24892","18",4
"24893","18",5
"24894","18",5
"24895","18",4
"24896","18",3
"24897","18",1
"24898","18",1
"24899","18",1
"24900","18",1
"24901","18",1
"24902","18",3
"24903","18",4
"24904","18",4
"24905","18",4
"24906","18",5
"24907","18",1
"24908","18",1
"24909","18",5
"24910","18",5
"24911","18",5
"24912","18",5
"24913","18",5
"24914","18",5
"24915","18",5
"24916","18",5
"24917","18",5
"24918","18",5
"24919","18",1
"24920","18",5
"24921","18",5
"24922","18",5
"24923","18",5
"24924","18",5
"24925","18",5
"24926","18",5
"24927","18",5
"24928","18",5
"24929","18",5
"24930","18",5
"24931","18",5
"24932","18",5
"24933","18",5
"24934","18",5
"24935","18",1
"24936","18",5
"24937","18",1
"24938","18",5
"24939","18",5
"24940","18",5
"24941","18",5
"24942","18",5
"24943","18",5
"24944","18",1
"24945","18",5
"24946","18",5
"24947","18",1
"24948","18",5
"24949","18",5
"24950","18",5
"24951","18",5
"24952","18",5
"24953","18",5
"24954","18",1
"24955","18",5
"24956","18",5
"24957","18",5
"24958","19",5
"24959","19",5
"24960","19",5
"24961","19",5
"24962","19",5
"24963","19",5
"24964","19",5
"24965","19",5
"24966","19",5
"24967","19",5
"24968","19",5
"24969","19",5
"24970","19",5
"24971","19",5
"24972","19",5
"24973","19",5
"24974","19",5
"24975","19",5
"24976","19",5
"24977","19",5
"24978","19",5
"24979","19",5
"24980","19",5
"24981","19",5
"24982","19",5
"24983","19",5
"24984","19",5
"24985","19",5
"24986","19",5
"24987","19",5
"24988","19",5
"24989","19",5
"24990","19",5
"24991","19",4
"24992","19",5
"24993","19",5
"24994","19",5
"24995","19",1
"24996","19",5
"24997","19",1
"24998","19",5
"24999","19",5
"25000","19",5
"25001","19",5
"25002","19",5
"25003","19",3
"25004","19",1
"25005","19",5
"25006","19",1
"25007","19",1
"25008","19",1
"25009","19",3
"25010","19",3
"25011","19",5
"25012","19",3
"25013","19",1
"25014","19",3
"25015","19",3
"25016","19",3
"25017","19",3
"25018","19",3
"25019","19",3
"25020","19",3
"25021","19",3
"25022","19",3
"25023","19",3
"25024","19",3
"25025","19",3
"25026","19",2
"25027","19",1
"25028","19",3
"25029","19",3
"25030","19",2
"25031","19",2
"25032","19",3
"25033","19",3
"25034","19",4
"25035","19",3
"25036","19",5
"25037","19",1
"25038","19",3
"25039","19",3
"25040","19",3
"25041","19",3
"25042","19",5
"25043","19",3
"25044","19",4
"25045","19",4
"25046","19",3
"25047","19",3
"25048","19",4
"25049","19",4
"25050","19",4
"25051","19",4
"25052","19",4
"25053","19",4
"25054","19",4
"25055","19",5
"25056","19",4
"25057","19",4
"25058","19",4
"25059","19",4
"25060","19",2
"25061","19",1
"25062","19",5
"25063","19",3
"25064","19",3
"25065","19",3
"25066","19",3
"25067","19",3
"25068","19",5
"25069","19",3
"25070","19",3
"25071","19",1
"25072","19",1
"25073","19",1
"25074","19",1
"25075","19",5
"25076","19",5
"25077","19",5
"25078","19",3
"25079","19",5
"25080","19",5
"25081","19",3
"25082","19",5
"25083","19",5
"25084","19",4
"25085","19",1
"25086","19",5
"25087","19",5
"25088","19",5
"25089","19",1
"25090","19",5
"25091","19",5
"25092","19",5
"25093","19",5
"25094","19",5
"25095","19",5
"25096","19",3
"25097","19",3
"25098","19",5
"25099","19",5
"25100","19",4
"25101","19",5
"25102","19",5
"25103","19",5
"25104","19",5
"25105","19",5
"25106","19",5
"25107","19",5
"25108","19",5
"25109","19",5
"25110","19",5
"25111","19",5
"25112","19",5
"25113","19",5
"25114","19",4
"25115","19",5
"25116","19",1
"25117","19",5
"25118","19",5
"25119","19",5
"25120","19",5
"25121","19",5
"25122","19",5
"25123","19",5
"25124","19",5
"25125","19",5
"25126","19",5
"25127","19",5
"25128","19",5
"25129","19",5
"25130","19",5
"25131","19",5
"25132","19",5
"25133","19",5
"25134","19",5
"25135","19",5
"25136","19",5
"25137","19",5
"25138","19",5
"25139","19",5
"25140","19",5
"25141","19",5
"25142","19",5
"25143","19",5
"25144","19",1
"25145","19",5
"25146","19",5
"25147","19",5
"25148","19",5
"25149","19",5
"25150","19",5
"25151","19",4
"25152","19",5
"25153","19",5
"25154","19",5
"25155","19",5
"25156","19",5
"25157","19",5
"25158","19",5
"25159","19",1
"25160","19",5
"25161","19",5
"25162","19",5
"25163","19",5
"25164","19",5
"25165","19",5
"25166","19",5
"25167","19",5
"25168","19",5
"25169","19",5
"25170","19",5
"25171","19",5
"25172","19",5
"25173","19",3
"25174","19",1
"25175","19",1
"25176","19",1
"25177","19",1
"25178","19",3
"25179","19",1
"25180","19",3
"25181","19",3
"25182","19",5
"25183","19",5
"25184","19",3
"25185","19",3
"25186","19",3
"25187","19",3
"25188","19",5
"25189","19",5
"25190","19",5
"25191","19",5
"25192","19",5
"25193","19",5
"25194","19",5
"25195","19",5
"25196","19",5
"25197","19",5
"25198","19",5
"25199","19",5
"25200","19",5
"25201","19",5
"25202","19",5
"25203","19",3
"25204","19",1
"25205","19",5
"25206","19",5
"25207","19",3
"25208","19",1
"25209","19",5
"25210","19",1
"25211","19",5
"25212","19",1
"25213","19",5
"25214","19",5
"25215","19",5
"25216","19",5
"25217","19",5
"25218","19",1
"25219","19",5
"25220","19",5
"25221","19",5
"25222","19",5
"25223","19",1
"25224","19",5
"25225","19",5
"25226","19",5
"25227","19",1
"25228","19",5
"25229","19",5
"25230","19",5
"25231","19",3
"25232","19",5
"25233","19",3
"25234","19",1
"25235","19",5
"25236","19",5
"25237","19",5
"25238","19",5
"25239","19",5
"25240","19",5
"25241","19",5
"25242","19",5
"25243","19",5
"25244","19",5
"25245","19",5
"25246","19",5
"25247","19",5
"25248","19",5
"25249","19",5
"25250","19",5
"25251","19",5
"25252","19",5
"25253","19",5
"25254","19",5
"25255","19",5
"25256","19",5
"25257","19",5
"25258","19",5
"25259","19",5
"25260","19",5
"25261","19",5
"25262","19",5
"25263","19",5
"25264","19",5
"25265","19",5
"25266","19",5
"25267","19",5
"25268","19",1
"25269","19",5
"25270","19",5
"25271","19",5
"25272","19",5
"25273","19",5
"25274","19",5
"25275","19",5
"25276","19",5
"25277","19",3
"25278","19",5
"25279","19",1
"25280","19",1
"25281","19",1
"25282","19",1
"25283","19",5
"25284","19",3
"25285","19",2
"25286","19",5
"25287","19",3
"25288","19",5
"25289","19",3
"25290","19",3
"25291","19",1
"25292","19",3
"25293","19",3
"25294","19",1
"25295","19",3
"25296","19",3
"25297","19",5
"25298","19",1
"25299","19",5
"25300","19",5
"25301","19",5
"25302","19",4
"25303","19",5
"25304","19",1
"25305","19",5
"25306","19",5
"25307","19",5
"25308","19",1
"25309","19",5
"25310","19",5
"25311","19",5
"25312","19",5
"25313","19",5
"25314","19",5
"25315","19",3
"25316","19",3
"25317","19",5
"25318","20",1
"25319","20",4
"25320","20",1
"25321","20",5
"25322","20",5
"25323","20",5
"25324","20",5
"25325","20",1
"25326","20",5
"25327","20",5
"25328","20",4
"25329","20",5
"25330","20",1
"25331","20",5
"25332","20",1
"25333","20",5
"25334","20",5
"25335","20",5
"25336","20",5
"25337","20",5
"25338","20",1
"25339","20",5
"25340","20",5
"25341","20",5
"25342","20",5
"25343","20",5
"25344","20",5
"25345","20",5
"25346","20",5
"25347","20",5
"25348","20",5
"25349","20",5
"25350","20",5
"25351","20",5
"25352","20",5
"25353","20",1
"25354","20",5
"25355","20",4
"25356","20",5
"25357","20",5
"25358","20",5
"25359","20",5
"25360","20",5
"25361","20",5
"25362","20",5
"25363","20",5
"25364","20",5
"25365","20",5
"25366","20",5
"25367","20",4
"25368","20",5
"25369","20",5
"25370","20",5
"25371","20",5
"25372","20",5
"25373","20",5
"25374","20",5
"25375","20",5
"25376","20",5
"25377","20",5
"25378","20",5
"25379","20",5
"25380","20",4
"25381","20",5
"25382","20",5
"25383","20",1
"25384","20",5
"25385","20",5
"25386","20",5
"25387","20",5
"25388","20",5
"25389","20",4
"25390","20",5
"25391","20",1
"25392","20",5
"25393","20",5
"25394","20",5
"25395","20",5
"25396","20",5
"25397","20",5
"25398","20",5
"25399","20",5
"25400","20",5
"25401","20",5
"25402","20",5
"25403","20",5
"25404","20",1
"25405","20",5
"25406","20",5
"25407","20",5
"25408","20",5
"25409","20",5
"25410","20",5
"25411","20",5
"25412","20",5
"25413","20",5
"25414","20",5
"25415","20",5
"25416","20",5
"25417","20",4
"25418","20",5
"25419","20",5
"25420","20",5
"25421","20",5
"25422","20",5
"25423","20",5
"25424","20",5
"25425","20",1
"25426","20",5
"25427","20",5
"25428","20",5
"25429","20",5
"25430","20",5
"25431","20",5
"25432","20",5
"25433","20",5
"25434","20",5
"25435","20",5
"25436","20",1
"25437","20",5
"25438","20",4
"25439","20",5
"25440","20",1
"25441","20",1
"25442","20",5
"25443","20",5
"25444","20",5
"25445","20",5
"25446","20",5
"25447","20",5
"25448","20",5
"25449","20",5
"25450","20",5
"25451","20",5
"25452","20",5
"25453","20",5
"25454","20",5
"25455","20",1
"25456","20",5
"25457","20",5
"25458","20",5
"25459","20",5
"25460","20",1
"25461","20",5
"25462","20",4
"25463","20",1
"25464","20",5
"25465","20",5
"25466","20",5
"25467","20",1
"25468","20",1
"25469","20",5
"25470","20",4
"25471","20",5
"25472","20",4
"25473","20",5
"25474","20",5
"25475","20",5
"25476","20",5
"25477","20",5
"25478","20",5
"25479","20",1
"25480","20",5
"25481","20",5
"25482","20",5
"25483","20",5
"25484","20",4
"25485","20",4
"25486","20",5
"25487","20",5
"25488","20",5
"25489","20",4
"25490","20",5
"25491","20",5
"25492","20",1
"25493","20",5
"25494","20",1
"25495","20",5
"25496","20",5
"25497","20",5
"25498","20",5
"25499","20",5
"25500","20",1
"25501","20",5
"25502","20",5
"25503","20",5
"25504","20",5
"25505","20",1
"25506","20",5
"25507","20",1
"25508","20",5
"25509","20",5
"25510","20",5
"25511","20",5
"25512","20",5
"25513","20",5
"25514","20",1
"25515","20",5
"25516","20",5
"25517","20",5
"25518","20",5
"25519","20",3
"25520","20",1
"25521","20",5
"25522","20",5
"25523","20",5
"25524","20",1
"25525","20",5
"25526","20",5
"25527","20",5
"25528","20",4
"25529","20",5
"25530","20",5
"25531","20",5
"25532","20",5
"25533","20",5
"25534","20",5
"25535","20",1
"25536","20",5
"25537","20",5
"25538","20",5
"25539","20",5
"25540","20",5
"25541","20",4
"25542","20",5
"25543","20",5
"25544","20",5
"25545","20",5
"25546","20",5
"25547","20",5
"25548","20",5
"25549","20",5
"25550","20",5
"25551","20",4
"25552","20",5
"25553","20",5
"25554","20",1
"25555","20",5
"25556","20",5
"25557","20",5
"25558","20",5
"25559","20",1
"25560","20",5
"25561","20",5
"25562","20",1
"25563","20",5
"25564","20",5
"25565","20",5
"25566","20",4
"25567","20",5
"25568","20",4
"25569","20",5
"25570","20",5
"25571","20",5
"25572","20",5
"25573","20",5
"25574","20",5
"25575","20",5
"25576","20",5
"25577","20",5
"25578","20",5
"25579","20",5
"25580","20",4
"25581","20",5
"25582","20",5
"25583","20",5
"25584","20",5
"25585","20",5
"25586","20",5
"25587","20",5
"25588","20",5
"25589","20",5
"25590","20",5
"25591","20",5
"25592","20",5
"25593","20",5
"25594","20",5
"25595","20",5
"25596","20",5
"25597","20",1
"25598","20",1
"25599","20",5
"25600","20",5
"25601","20",5
"25602","20",5
"25603","20",5
"25604","20",5
"25605","20",5
"25606","20",5
"25607","20",1
"25608","20",5
"25609","20",5
"25610","20",5
"25611","20",5
"25612","20",5
"25613","20",4
"25614","20",5
"25615","20",5
"25616","20",5
"25617","20",5
"25618","20",5
"25619","20",1
"25620","20",5
"25621","20",1
"25622","20",5
"25623","20",5
"25624","20",5
"25625","20",4
"25626","20",5
"25627","20",5
"25628","20",5
"25629","20",5
"25630","20",5
"25631","20",5
"25632","20",5
"25633","20",5
"25634","20",5
"25635","20",4
"25636","20",5
"25637","20",5
"25638","20",1
"25639","20",2
"25640","20",1
"25641","20",1
"25642","20",1
"25643","20",5
"25644","20",5
"25645","20",5
"25646","20",1
"25647","20",5
"25648","20",5
"25649","20",5
"25650","20",5
"25651","20",5
"25652","20",5
"25653","20",5
"25654","20",1
"25655","20",1
"25656","20",1
"25657","20",5
"25658","20",5
"25659","20",5
"25660","20",5
"25661","20",5
"25662","20",5
"25663","20",5
"25664","20",5
"25665","20",1
"25666","20",3
"25667","20",1
"25668","20",1
"25669","20",5
"25670","20",5
"25671","20",5
"25672","20",5
"25673","20",5
"25674","20",5
"25675","20",1
"25676","20",5
"25677","20",5
"25678","21",5
"25679","21",5
"25680","21",5
"25681","21",5
"25682","21",5
"25683","21",5
"25684","21",5
"25685","21",4
"25686","21",5
"25687","21",5
"25688","21",1
"25689","21",5
"25690","21",5
"25691","21",5
"25692","21",5
"25693","21",5
"25694","21",5
"25695","21",5
"25696","21",1
"25697","21",1
"25698","21",1
"25699","21",3
"25700","21",1
"25701","21",2
"25702","21",2
"25703","21",1
"25704","21",1
"25705","21",1
"25706","21",1
"25707","21",1
"25708","21",5
"25709","21",1
"25710","21",1
"25711","21",1
"25712","21",1
"25713","21",3
"25714","21",1
"25715","21",1
"25716","21",3
"25717","21",3
"25718","21",1
"25719","21",1
"25720","21",1
"25721","21",3
"25722","21",5
"25723","21",1
"25724","21",1
"25725","21",1
"25726","21",1
"25727","21",3
"25728","21",3
"25729","21",3
"25730","21",3
"25731","21",3
"25732","21",1
"25733","21",4
"25734","21",4
"25735","21",5
"25736","21",5
"25737","21",5
"25738","21",5
"25739","21",1
"25740","21",5
"25741","21",5
"25742","21",1
"25743","21",4
"25744","21",4
"25745","21",4
"25746","21",4
"25747","21",1
"25748","21",5
"25749","21",5
"25750","21",2
"25751","21",1
"25752","21",1
"25753","21",3
"25754","21",5
"25755","21",5
"25756","21",1
"25757","21",5
"25758","21",5
"25759","21",5
"25760","21",5
"25761","21",5
"25762","21",5
"25763","21",5
"25764","21",5
"25765","21",5
"25766","21",3
"25767","21",5
"25768","21",1
"25769","21",1
"25770","21",1
"25771","21",5
"25772","21",3
"25773","21",1
"25774","21",1
"25775","21",1
"25776","21",3
"25777","21",1
"25778","21",1
"25779","21",1
"25780","21",1
"25781","21",1
"25782","21",1
"25783","21",5
"25784","21",3
"25785","21",1
"25786","21",3
"25787","21",3
"25788","21",3
"25789","21",3
"25790","21",3
"25791","21",1
"25792","21",1
"25793","21",1
"25794","21",1
"25795","21",3
"25796","21",3
"25797","21",4
"25798","21",3
"25799","21",4
"25800","21",3
"25801","21",3
"25802","21",1
"25803","21",1
"25804","21",1
"25805","21",3
"25806","21",3
"25807","21",3
"25808","21",3
"25809","21",3
"25810","21",3
"25811","21",3
"25812","21",3
"25813","21",3
"25814","21",1
"25815","21",1
"25816","21",3
"25817","21",3
"25818","21",3
"25819","21",3
"25820","21",3
"25821","21",3
"25822","21",3
"25823","21",3
"25824","21",3
"25825","21",3
"25826","21",3
"25827","21",3
"25828","21",3
"25829","21",3
"25830","21",3
"25831","21",3
"25832","21",3
"25833","21",3
"25834","21",3
"25835","21",3
"25836","21",3
"25837","21",1
"25838","21",1
"25839","21",4
"25840","21",4
"25841","21",3
"25842","21",1
"25843","21",1
"25844","21",1
"25845","21",3
"25846","21",1
"25847","21",1
"25848","21",1
"25849","21",1
"25850","21",1
"25851","21",3
"25852","21",5
"25853","21",1
"25854","21",5
"25855","21",5
"25856","21",3
"25857","21",1
"25858","21",3
"25859","21",5
"25860","21",5
"25861","21",5
"25862","21",5
"25863","21",5
"25864","21",1
"25865","21",5
"25866","21",1
"25867","21",5
"25868","21",5
"25869","21",5
"25870","21",5
"25871","21",4
"25872","21",3
"25873","21",1
"25874","21",1
"25875","21",1
"25876","21",1
"25877","21",1
"25878","21",5
"25879","21",3
"25880","21",1
"25881","21",1
"25882","21",1
"25883","21",5
"25884","21",5
"25885","21",3
"25886","21",4
"25887","21",4
"25888","21",4
"25889","21",4
"25890","21",3
"25891","21",5
"25892","21",1
"25893","21",3
"25894","21",5
"25895","21",1
"25896","21",4
"25897","21",5
"25898","21",5
"25899","21",5
"25900","21",5
"25901","21",5
"25902","21",5
"25903","21",5
"25904","21",5
"25905","21",3
"25906","21",5
"25907","21",3
"25908","21",5
"25909","21",5
"25910","21",1
"25911","21",5
"25912","21",5
"25913","21",5
"25914","21",5
"25915","21",5
"25916","21",5
"25917","21",5
"25918","21",5
"25919","21",5
"25920","21",5
"25921","21",5
"25922","21",5
"25923","21",5
"25924","21",5
"25925","21",5
"25926","21",5
"25927","21",5
"25928","21",5
"25929","21",5
"25930","21",5
"25931","21",5
"25932","21",5
"25933","21",5
"25934","21",5
"25935","21",5
"25936","21",5
"25937","21",5
"25938","21",5
"25939","21",5
"25940","21",3
"25941","21",3
"25942","21",5
"25943","21",5
"25944","21",3
"25945","21",1
"25946","21",1
"25947","21",3
"25948","21",5
"25949","21",4
"25950","21",5
"25951","21",5
"25952","21",5
"25953","21",1
"25954","21",1
"25955","21",1
"25956","21",5
"25957","21",1
"25958","21",5
"25959","21",3
"25960","21",3
"25961","21",5
"25962","21",5
"25963","21",3
"25964","21",1
"25965","21",1
"25966","21",5
"25967","21",5
"25968","21",5
"25969","21",5
"25970","21",5
"25971","21",5
"25972","21",5
"25973","21",5
"25974","21",5
"25975","21",5
"25976","21",5
"25977","21",5
"25978","21",5
"25979","21",5
"25980","21",5
"25981","21",5
"25982","21",5
"25983","21",5
"25984","21",5
"25985","21",5
"25986","21",5
"25987","21",5
"25988","21",5
"25989","21",5
"25990","21",5
"25991","21",5
"25992","21",5
"25993","21",5
"25994","21",5
"25995","21",5
"25996","21",5
"25997","21",5
"25998","21",5
"25999","21",5
"26000","21",5
"26001","21",5
"26002","21",5
"26003","21",3
"26004","21",3
"26005","21",3
"26006","21",3
"26007","21",3
"26008","21",3
"26009","21",3
"26010","21",3
"26011","21",3
"26012","21",1
"26013","21",1
"26014","21",3
"26015","21",3
"26016","21",1
"26017","21",1
"26018","21",3
"26019","21",4
"26020","21",3
"26021","21",3
"26022","21",3
"26023","21",3
"26024","21",1
"26025","21",1
"26026","21",3
"26027","21",5
"26028","21",2
"26029","21",1
"26030","21",4
"26031","21",5
"26032","21",5
"26033","21",5
"26034","21",5
"26035","21",5
"26036","21",5
"26037","21",5
"26038","22",3
"26039","22",3
"26040","22",4
"26041","22",1
"26042","22",5
"26043","22",5
"26044","22",5
"26045","22",5
"26046","22",5
"26047","22",5
"26048","22",5
"26049","22",5
"26050","22",5
"26051","22",5
"26052","22",5
"26053","22",5
"26054","22",5
"26055","22",5
"26056","22",5
"26057","22",5
"26058","22",5
"26059","22",5
"26060","22",5
"26061","22",5
"26062","22",2
"26063","22",1
"26064","22",1
"26065","22",5
"26066","22",5
"26067","22",5
"26068","22",5
"26069","22",5
"26070","22",5
"26071","22",5
"26072","22",4
"26073","22",5
"26074","22",5
"26075","22",5
"26076","22",5
"26077","22",5
"26078","22",5
"26079","22",5
"26080","22",5
"26081","22",5
"26082","22",5
"26083","22",5
"26084","22",5
"26085","22",5
"26086","22",5
"26087","22",5
"26088","22",5
"26089","22",5
"26090","22",3
"26091","22",3
"26092","22",5
"26093","22",5
"26094","22",1
"26095","22",5
"26096","22",5
"26097","22",5
"26098","22",5
"26099","22",5
"26100","22",5
"26101","22",5
"26102","22",5
"26103","22",5
"26104","22",5
"26105","22",5
"26106","22",3
"26107","22",1
"26108","22",3
"26109","22",5
"26110","22",5
"26111","22",5
"26112","22",5
"26113","22",5
"26114","22",1
"26115","22",5
"26116","22",5
"26117","22",5
"26118","22",3
"26119","22",1
"26120","22",1
"26121","22",5
"26122","22",1
"26123","22",3
"26124","22",5
"26125","22",5
"26126","22",5
"26127","22",5
"26128","22",5
"26129","22",5
"26130","22",5
"26131","22",5
"26132","22",4
"26133","22",1
"26134","22",1
"26135","22",1
"26136","22",3
"26137","22",5
"26138","22",1
"26139","22",5
"26140","22",1
"26141","22",3
"26142","22",5
"26143","22",1
"26144","22",5
"26145","22",5
"26146","22",5
"26147","22",5
"26148","22",5
"26149","22",5
"26150","22",5
"26151","22",5
"26152","22",5
"26153","22",5
"26154","22",5
"26155","22",5
"26156","22",5
"26157","22",5
"26158","22",5
"26159","22",5
"26160","22",5
"26161","22",5
"26162","22",1
"26163","22",5
"26164","22",5
"26165","22",5
"26166","22",5
"26167","22",5
"26168","22",5
"26169","22",5
"26170","22",5
"26171","22",5
"26172","22",5
"26173","22",5
"26174","22",5
"26175","22",5
"26176","22",5
"26177","22",5
"26178","22",5
"26179","22",5
"26180","22",5
"26181","22",5
"26182","22",5
"26183","22",5
"26184","22",5
"26185","22",5
"26186","22",5
"26187","22",5
"26188","22",5
"26189","22",5
"26190","22",5
"26191","22",5
"26192","22",5
"26193","22",5
"26194","22",5
"26195","22",5
"26196","22",5
"26197","22",5
"26198","22",5
"26199","22",5
"26200","22",5
"26201","22",5
"26202","22",5
"26203","22",5
"26204","22",5
"26205","22",5
"26206","22",5
"26207","22",5
"26208","22",5
"26209","22",1
"26210","22",5
"26211","22",5
"26212","22",4
"26213","22",5
"26214","22",5
"26215","22",5
"26216","22",5
"26217","22",5
"26218","22",5
"26219","22",5
"26220","22",5
"26221","22",5
"26222","22",5
"26223","22",5
"26224","22",5
"26225","22",5
"26226","22",5
"26227","22",5
"26228","22",5
"26229","22",5
"26230","22",5
"26231","22",5
"26232","22",5
"26233","22",5
"26234","22",5
"26235","22",5
"26236","22",5
"26237","22",5
"26238","22",5
"26239","22",5
"26240","22",5
"26241","22",5
"26242","22",3
"26243","22",5
"26244","22",3
"26245","22",4
"26246","22",5
"26247","22",3
"26248","22",1
"26249","22",4
"26250","22",5
"26251","22",5
"26252","22",4
"26253","22",5
"26254","22",5
"26255","22",5
"26256","22",5
"26257","22",5
"26258","22",5
"26259","22",5
"26260","22",5
"26261","22",5
"26262","22",5
"26263","22",5
"26264","22",5
"26265","22",5
"26266","22",5
"26267","22",5
"26268","22",5
"26269","22",5
"26270","22",5
"26271","22",5
"26272","22",5
"26273","22",5
"26274","22",5
"26275","22",5
"26276","22",5
"26277","22",5
"26278","22",5
"26279","22",5
"26280","22",5
"26281","22",5
"26282","22",5
"26283","22",5
"26284","22",5
"26285","22",5
"26286","22",5
"26287","22",5
"26288","22",5
"26289","22",5
"26290","22",5
"26291","22",3
"26292","22",3
"26293","22",5
"26294","22",4
"26295","22",5
"26296","22",5
"26297","22",5
"26298","22",5
"26299","22",5
"26300","22",5
"26301","22",5
"26302","22",5
"26303","22",5
"26304","22",1
"26305","22",1
"26306","22",5
"26307","22",5
"26308","22",5
"26309","22",5
"26310","22",5
"26311","22",5
"26312","22",5
"26313","22",5
"26314","22",5
"26315","22",5
"26316","22",5
"26317","22",5
"26318","22",5
"26319","22",5
"26320","22",5
"26321","22",5
"26322","22",5
"26323","22",1
"26324","22",5
"26325","22",5
"26326","22",5
"26327","22",5
"26328","22",5
"26329","22",5
"26330","22",5
"26331","22",5
"26332","22",5
"26333","22",5
"26334","22",5
"26335","22",5
"26336","22",5
"26337","22",5
"26338","22",5
"26339","22",5
"26340","22",5
"26341","22",5
"26342","22",5
"26343","22",5
"26344","22",5
"26345","22",5
"26346","22",5
"26347","22",5
"26348","22",5
"26349","22",5
"26350","22",5
"26351","22",5
"26352","22",5
"26353","22",5
"26354","22",5
"26355","22",5
"26356","22",5
"26357","22",5
"26358","22",1
"26359","22",5
"26360","22",5
"26361","22",1
"26362","22",1
"26363","22",1
"26364","22",5
"26365","22",5
"26366","22",5
"26367","22",5
"26368","22",5
"26369","22",5
"26370","22",5
"26371","22",5
"26372","22",5
"26373","22",5
"26374","22",5
"26375","22",5
"26376","22",5
"26377","22",5
"26378","22",3
"26379","22",5
"26380","22",1
"26381","22",1
"26382","22",5
"26383","22",3
"26384","22",3
"26385","22",1
"26386","22",3
"26387","22",3
"26388","22",2
"26389","22",3
"26390","22",3
"26391","22",3
"26392","22",3
"26393","22",3
"26394","22",2
"26395","22",1
"26396","22",3
"26397","22",3
"26398","23",3
"26399","23",5
"26400","23",3
"26401","23",3
"26402","23",2
"26403","23",1
"26404","23",3
"26405","23",1
"26406","23",1
"26407","23",3
"26408","23",3
"26409","23",1
"26410","23",3
"26411","23",4
"26412","23",2
"26413","23",4
"26414","23",5
"26415","23",1
"26416","23",5
"26417","23",5
"26418","23",5
"26419","23",3
"26420","23",1
"26421","23",5
"26422","23",1
"26423","23",3
"26424","23",4
"26425","23",5
"26426","23",3
"26427","23",1
"26428","23",1
"26429","23",3
"26430","23",5
"26431","23",5
"26432","23",5
"26433","23",5
"26434","23",5
"26435","23",5
"26436","23",5
"26437","23",5
"26438","23",5
"26439","23",5
"26440","23",3
"26441","23",3
"26442","23",5
"26443","23",5
"26444","23",5
"26445","23",5
"26446","23",5
"26447","23",5
"26448","23",5
"26449","23",5
"26450","23",5
"26451","23",5
"26452","23",5
"26453","23",5
"26454","23",5
"26455","23",5
"26456","23",5
"26457","23",5
"26458","23",5
"26459","23",5
"26460","23",5
"26461","23",5
"26462","23",5
"26463","23",5
"26464","23",5
"26465","23",5
"26466","23",5
"26467","23",5
"26468","23",5
"26469","23",5
"26470","23",5
"26471","23",5
"26472","23",5
"26473","23",5
"26474","23",5
"26475","23",5
"26476","23",5
"26477","23",5
"26478","23",5
"26479","23",5
"26480","23",5
"26481","23",5
"26482","23",5
"26483","23",3
"26484","23",1
"26485","23",1
"26486","23",1
"26487","23",3
"26488","23",1
"26489","23",1
"26490","23",1
"26491","23",5
"26492","23",5
"26493","23",5
"26494","23",5
"26495","23",5
"26496","23",5
"26497","23",5
"26498","23",5
"26499","23",5
"26500","23",1
"26501","23",1
"26502","23",3
"26503","23",5
"26504","23",5
"26505","23",5
"26506","23",5
"26507","23",5
"26508","23",5
"26509","23",5
"26510","23",5
"26511","23",5
"26512","23",1
"26513","23",1
"26514","23",5
"26515","23",5
"26516","23",4
"26517","23",3
"26518","23",1
"26519","23",5
"26520","23",1
"26521","23",1
"26522","23",5
"26523","23",5
"26524","23",5
"26525","23",5
"26526","23",5
"26527","23",5
"26528","23",5
"26529","23",5
"26530","23",5
"26531","23",5
"26532","23",5
"26533","23",5
"26534","23",1
"26535","23",5
"26536","23",5
"26537","23",5
"26538","23",5
"26539","23",5
"26540","23",5
"26541","23",5
"26542","23",5
"26543","23",5
"26544","23",5
"26545","23",5
"26546","23",5
"26547","23",5
"26548","23",5
"26549","23",5
"26550","23",5
"26551","23",5
"26552","23",5
"26553","23",5
"26554","23",5
"26555","23",5
"26556","23",5
"26557","23",5
"26558","23",5
"26559","23",5
"26560","23",5
"26561","23",5
"26562","23",5
"26563","23",5
"26564","23",5
"26565","23",5
"26566","23",5
"26567","23",5
"26568","23",5
"26569","23",1
"26570","23",5
"26571","23",5
"26572","23",5
"26573","23",5
"26574","23",5
"26575","23",5
